"timeMillisSpent","constraintPackage","constraintName","constraintMatchCount","scoreTotal"
290,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
290,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","1","-1hard/0soft"
290,"org.acme.schooltimetabling.domain","Room capacity exceeded","47","0hard/-2062soft"
292,"org.acme.schooltimetabling.domain","Room stability violated","315","0hard/-315soft"
292,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
292,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
292,"org.acme.schooltimetabling.domain","Room occupancy conflict","4","-4hard/0soft"
292,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
292,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","1","-1hard/0soft"
292,"org.acme.schooltimetabling.domain","Room capacity exceeded","46","0hard/-2006soft"
297,"org.acme.schooltimetabling.domain","Room stability violated","321","0hard/-321soft"
297,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
297,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
297,"org.acme.schooltimetabling.domain","Room occupancy conflict","5","-5hard/0soft"
297,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
297,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
297,"org.acme.schooltimetabling.domain","Room capacity exceeded","49","0hard/-1975soft"
307,"org.acme.schooltimetabling.domain","Room stability violated","320","0hard/-320soft"
307,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
307,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
307,"org.acme.schooltimetabling.domain","Room occupancy conflict","5","-5hard/0soft"
307,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
307,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
307,"org.acme.schooltimetabling.domain","Room capacity exceeded","47","0hard/-1965soft"
307,"org.acme.schooltimetabling.domain","Room stability violated","316","0hard/-316soft"
307,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
307,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
307,"org.acme.schooltimetabling.domain","Room occupancy conflict","5","-5hard/0soft"
307,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
307,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
307,"org.acme.schooltimetabling.domain","Room capacity exceeded","47","0hard/-1965soft"
311,"org.acme.schooltimetabling.domain","Room stability violated","322","0hard/-322soft"
311,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
311,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
311,"org.acme.schooltimetabling.domain","Room occupancy conflict","6","-6hard/0soft"
311,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
311,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
311,"org.acme.schooltimetabling.domain","Room capacity exceeded","47","0hard/-1933soft"
338,"org.acme.schooltimetabling.domain","Room stability violated","316","0hard/-316soft"
338,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
338,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
338,"org.acme.schooltimetabling.domain","Room occupancy conflict","6","-6hard/0soft"
338,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
338,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
338,"org.acme.schooltimetabling.domain","Room capacity exceeded","48","0hard/-1871soft"
339,"org.acme.schooltimetabling.domain","Room stability violated","313","0hard/-313soft"
339,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
339,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
339,"org.acme.schooltimetabling.domain","Room occupancy conflict","5","-5hard/0soft"
339,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
339,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
339,"org.acme.schooltimetabling.domain","Room capacity exceeded","48","0hard/-1882soft"
409,"org.acme.schooltimetabling.domain","Room stability violated","326","0hard/-326soft"
409,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
409,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
409,"org.acme.schooltimetabling.domain","Room occupancy conflict","4","-4hard/0soft"
409,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
409,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
409,"org.acme.schooltimetabling.domain","Room capacity exceeded","45","0hard/-1778soft"
571,"org.acme.schooltimetabling.domain","Room stability violated","329","0hard/-329soft"
571,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
571,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
571,"org.acme.schooltimetabling.domain","Room occupancy conflict","4","-4hard/0soft"
571,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
571,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
571,"org.acme.schooltimetabling.domain","Room capacity exceeded","40","0hard/-1718soft"
576,"org.acme.schooltimetabling.domain","Room stability violated","326","0hard/-326soft"
576,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Room occupancy conflict","4","-4hard/0soft"
576,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Room capacity exceeded","40","0hard/-1762soft"
576,"org.acme.schooltimetabling.domain","Room stability violated","324","0hard/-324soft"
576,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Room occupancy conflict","4","-4hard/0soft"
576,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
576,"org.acme.schooltimetabling.domain","Room capacity exceeded","40","0hard/-1762soft"
779,"org.acme.schooltimetabling.domain","Room stability violated","314","0hard/-314soft"
779,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
779,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
779,"org.acme.schooltimetabling.domain","Room occupancy conflict","3","-3hard/0soft"
779,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
779,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
779,"org.acme.schooltimetabling.domain","Room capacity exceeded","48","0hard/-1763soft"
781,"org.acme.schooltimetabling.domain","Room stability violated","310","0hard/-310soft"
781,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
781,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
781,"org.acme.schooltimetabling.domain","Room occupancy conflict","2","-2hard/0soft"
781,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
781,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
781,"org.acme.schooltimetabling.domain","Room capacity exceeded","49","0hard/-1903soft"
839,"org.acme.schooltimetabling.domain","Room stability violated","309","0hard/-309soft"
839,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
839,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
839,"org.acme.schooltimetabling.domain","Room occupancy conflict","2","-2hard/0soft"
839,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
839,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
839,"org.acme.schooltimetabling.domain","Room capacity exceeded","38","0hard/-1515soft"
1049,"org.acme.schooltimetabling.domain","Room stability violated","330","0hard/-330soft"
1049,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1049,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
1049,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1049,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1049,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1049,"org.acme.schooltimetabling.domain","Room capacity exceeded","49","0hard/-2145soft"
1278,"org.acme.schooltimetabling.domain","Room stability violated","328","0hard/-328soft"
1278,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1278,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
1278,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1278,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1278,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1278,"org.acme.schooltimetabling.domain","Room capacity exceeded","43","0hard/-1889soft"
1278,"org.acme.schooltimetabling.domain","Room stability violated","327","0hard/-327soft"
1278,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1278,"org.acme.schooltimetabling.domain","Curriculum conflict","1","-1hard/0soft"
1278,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1278,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1278,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1278,"org.acme.schooltimetabling.domain","Room capacity exceeded","43","0hard/-1889soft"
1408,"org.acme.schooltimetabling.domain","Room stability violated","319","0hard/-319soft"
1408,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1408,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1408,"org.acme.schooltimetabling.domain","Room occupancy conflict","2","-2hard/0soft"
1408,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1408,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1408,"org.acme.schooltimetabling.domain","Room capacity exceeded","40","0hard/-1651soft"
1653,"org.acme.schooltimetabling.domain","Room stability violated","308","0hard/-308soft"
1653,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1653,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1653,"org.acme.schooltimetabling.domain","Room occupancy conflict","2","-2hard/0soft"
1653,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1653,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1653,"org.acme.schooltimetabling.domain","Room capacity exceeded","35","0hard/-1597soft"
1686,"org.acme.schooltimetabling.domain","Room stability violated","316","0hard/-316soft"
1686,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1686,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1686,"org.acme.schooltimetabling.domain","Room occupancy conflict","2","-2hard/0soft"
1686,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1686,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1686,"org.acme.schooltimetabling.domain","Room capacity exceeded","38","0hard/-1531soft"
1716,"org.acme.schooltimetabling.domain","Room stability violated","337","0hard/-337soft"
1716,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1716,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1716,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1716,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1716,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1716,"org.acme.schooltimetabling.domain","Room capacity exceeded","46","0hard/-2175soft"
1757,"org.acme.schooltimetabling.domain","Room stability violated","312","0hard/-312soft"
1757,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1757,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1757,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1757,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1757,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1757,"org.acme.schooltimetabling.domain","Room capacity exceeded","44","0hard/-1722soft"
1907,"org.acme.schooltimetabling.domain","Room stability violated","324","0hard/-324soft"
1907,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1907,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1907,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1907,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1907,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1907,"org.acme.schooltimetabling.domain","Room capacity exceeded","43","0hard/-1689soft"
1908,"org.acme.schooltimetabling.domain","Room stability violated","323","0hard/-323soft"
1908,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1908,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Room capacity exceeded","43","0hard/-1689soft"
1908,"org.acme.schooltimetabling.domain","Room stability violated","321","0hard/-321soft"
1908,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
1908,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
1908,"org.acme.schooltimetabling.domain","Room capacity exceeded","43","0hard/-1689soft"
2013,"org.acme.schooltimetabling.domain","Room stability violated","307","0hard/-307soft"
2013,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
2013,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
2013,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
2013,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
2013,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
2013,"org.acme.schooltimetabling.domain","Room capacity exceeded","43","0hard/-1628soft"
2018,"org.acme.schooltimetabling.domain","Room stability violated","302","0hard/-302soft"
2018,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
2018,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
2018,"org.acme.schooltimetabling.domain","Room occupancy conflict","1","-1hard/0soft"
2018,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
2018,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
2018,"org.acme.schooltimetabling.domain","Room capacity exceeded","40","0hard/-1505soft"
2230,"org.acme.schooltimetabling.domain","Room stability violated","315","0hard/-315soft"
2230,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
2230,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
2230,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
2230,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
2230,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
2230,"org.acme.schooltimetabling.domain","Room capacity exceeded","41","0hard/-2025soft"
2231,"org.acme.schooltimetabling.domain","Room stability violated","317","0hard/-317soft"
2231,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
2231,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
2231,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
2231,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
2231,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
2231,"org.acme.schooltimetabling.domain","Room capacity exceeded","41","0hard/-2004soft"
2470,"org.acme.schooltimetabling.domain","Room stability violated","304","0hard/-304soft"
2470,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
2470,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
2470,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
2470,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
2470,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
2470,"org.acme.schooltimetabling.domain","Room capacity exceeded","36","0hard/-1937soft"
2835,"org.acme.schooltimetabling.domain","Room stability violated","289","0hard/-289soft"
2835,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
2835,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
2835,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
2835,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
2835,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
2835,"org.acme.schooltimetabling.domain","Room capacity exceeded","35","0hard/-1425soft"
2901,"org.acme.schooltimetabling.domain","Room stability violated","304","0hard/-304soft"
2901,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
2901,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
2901,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
2901,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
2901,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
2901,"org.acme.schooltimetabling.domain","Room capacity exceeded","34","0hard/-1372soft"
3362,"org.acme.schooltimetabling.domain","Room stability violated","280","0hard/-280soft"
3362,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
3362,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
3362,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
3362,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
3362,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
3362,"org.acme.schooltimetabling.domain","Room capacity exceeded","36","0hard/-1169soft"
3363,"org.acme.schooltimetabling.domain","Room stability violated","280","0hard/-280soft"
3363,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Room capacity exceeded","35","0hard/-1134soft"
3363,"org.acme.schooltimetabling.domain","Room stability violated","277","0hard/-277soft"
3363,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
3363,"org.acme.schooltimetabling.domain","Room capacity exceeded","35","0hard/-1064soft"
4629,"org.acme.schooltimetabling.domain","Room stability violated","299","0hard/-299soft"
4629,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
4629,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
4629,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
4629,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
4629,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
4629,"org.acme.schooltimetabling.domain","Room capacity exceeded","34","0hard/-1027soft"
4748,"org.acme.schooltimetabling.domain","Room stability violated","290","0hard/-290soft"
4748,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
4748,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
4748,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
4748,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
4748,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
4748,"org.acme.schooltimetabling.domain","Room capacity exceeded","28","0hard/-1025soft"
4749,"org.acme.schooltimetabling.domain","Room stability violated","289","0hard/-289soft"
4749,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
4749,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
4749,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
4749,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
4749,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
4749,"org.acme.schooltimetabling.domain","Room capacity exceeded","28","0hard/-1025soft"
4922,"org.acme.schooltimetabling.domain","Room stability violated","308","0hard/-308soft"
4922,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
4922,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
4922,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
4922,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
4922,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
4922,"org.acme.schooltimetabling.domain","Room capacity exceeded","35","0hard/-972soft"
4923,"org.acme.schooltimetabling.domain","Room stability violated","307","0hard/-307soft"
4923,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Room capacity exceeded","35","0hard/-972soft"
4923,"org.acme.schooltimetabling.domain","Room stability violated","306","0hard/-306soft"
4923,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Room occupancy conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Teacher conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Teacher and course unavailability conflict","0","0hard/0soft"
4923,"org.acme.schooltimetabling.domain","Room capacity exceeded","35","0hard/-972soft"
4959,"org.acme.schooltimetabling.domain","Room stability violated","289","0hard/-289soft"
4959,"org.acme.schooltimetabling.domain","All lectures must be scheduled","0","0hard/0soft"
4959,"org.acme.schooltimetabling.domain","Curriculum conflict","0","0hard/0soft"
